lake,date,mean_chla,median,std,p10,p50,p90,min,max,coverage
Amatitlan,2025-04-03,42.492637634277344,33.76598358154297,32.64663314819336,6.956748533248902,33.765981674194336,89.57259902954104,-4.508976936340332,186.44949340820312,0.025801321387661592
Amatitlan,2025-04-13,-1.3178386688232422,-1.3178386688232422,0.0,-1.3178386688232422,-1.3178386688232422,-1.3178386688232422,-1.3178386688232422,-1.3178386688232422,1.278432335133366e-06
Amatitlan,2025-04-15,12.19318962097168,11.335837364196777,5.735921382904053,6.436395931243896,11.335837364196777,18.08104019165039,-3.258051872253418,79.67178344726562,0.008050288414334805
Amatitlan,2025-04-18,8.03487777709961,7.099466800689697,3.5870370864868164,4.949543285369873,7.099466800689697,13.056124305725097,-4.235991477966309,35.4255256652832,0.0008654986908852888
Amatitlan,2025-04-28,25.593151092529297,21.846603393554688,15.421911239624023,10.919925880432128,21.846603393554688,45.85867462158203,-4.979037284851074,124.89070129394531,0.018612696367206676
Amatitlan,2025-05-03,15.28905200958252,7.426361083984375,18.37328338623047,4.912612438201904,7.426361083984375,40.08560562133789,-2.980288505554199,138.21263122558594,0.043493546473572245
Amatitlan,2025-05-13,12.42556095123291,8.181585311889648,9.637242317199707,5.0142903327941895,8.181585311889648,27.549816131591797,-4.7442121505737305,67.62715148925781,0.030562203403698248
Amatitlan,2025-06-14,-0.41888517141342163,-1.3951826095581055,2.332369565963745,-3.2547945022583007,-1.3951826095581055,2.6388385295867924,-3.410440444946289,3.325562000274658,2.1733349697267224e-05
Amatitlan,2025-07-17,0.14540396630764008,1.4454808235168457,2.8084793090820312,-4.223001289367676,1.4454808235168457,2.430230522155762,-4.774106025695801,4.299220085144043,1.1505891016200294e-05
Amatitlan,2025-07-22,0.39325833320617676,0.6906642913818359,1.0691808462142944,-0.7343287467956543,0.6906642913818359,1.210733985900879,-1.6567401885986328,1.4875116348266602,6.3921616756668305e-06
Amatitlan,2025-07-24,-0.0427260622382164,0.3017764091491699,2.548765182495117,-2.7118176460266112,0.3017764091491699,2.633658838272094,-4.515934944152832,4.581667423248291,1.2784323351333661e-05
Amatitlan,2025-07-27,4.196233749389648,4.52330207824707,1.341535210609436,4.131735324859619,4.52330207824707,4.706419277191162,-4.291440010070801,4.9013566970825195,0.00048452585501554575
